full_text,label
"""Semuanya bermula apabila Purnomo Sidik, yang merupakan Ketua Daerah Banyuwangi mengeluarkan radiogram kepada seluruh masyarakat daerah itu untuk mengumpulkan data-data bagi sesiapa yang dianggap dukun santet (ilmu guna-guna)."";",physical threats
"""@A_FionyJKT48 @Freya_JKT48 Akun jahat menyerang terus. Udah gitu gak kreatif buka kartunya. Dasar tukang crop member! Sante Frey, udah tak wakilin suara hatimu."";",neutral
"""@putaunapocoloco Main alus harusnya, santet aja biar pelan2ðŸ˜„"";",physical threats
Ku santet juga di pledis lama lama;,physical threats
tiba2 kepikir dia posting foto begini kayak ngeliatin benda santet;,physical threats
"""@kookiesdin Aduhh anjir, yg kaya gini mah halal buat di santet onlineðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­"";",physical threats
Demi apapun ya han seo hee lu ngentotttttt. Udhh banyak artis sama idol yg lu buat stress trus skrg ahn hyo seop??? UCUP GUA ITU NGENTOT  SUMPAH YA KALO SANTET BISA GUA KIRIM KE LU TUH UDH GUE KIRIM ANJINGGGG. GUE BIKIN LU MUNTAH DARAH;,physical threats
"""@xxthvgguk13 awokwok inget banget tuh si memek nuduh shiper yg maen santet, otomatis army larinya pasti ke tks lahðŸ¤£ padahal yg maenin tu santet pejumasðŸ˜­ðŸ˜­"";",physical threats
@convomfs Santet aj;,physical threats
@innocentivs Auooo.. pamit undur diri..  Ngelawan bu kristin yang itu lewat santet doang braninya;,physical threats
"""@Jenoliex sugar jebir? waduh kalo ntu mah papa gula, ga berani santet ðŸ˜°"";",physical threats
"""@xxthvgguk13 mantap. udh dituduh maen santet, udh dituduh gasuka sama gof, dituduh kepanasan karena ngeliat MV LWA, dituduh kepanasan liat MV seven+SNTY https://t.co/EIXSwfEV4F"";",physical threats
"""adh capek juga ya buka jasa pelet dan santet gini. ak mau ngubah job jadi jasa mencintaimu aja, boleh? -ðŸŠ"";",physical threats
"""@arsenpng @insinywr aduh awas kak, kena santet"";",physical threats
*santet pun berjalan ke arah rumah sender sc*;,physical threats
"""Pengennya pamer keminter. ðŸ«£ SGIE singkatan inggris dibaca logat jawa, eS Ge I E. Itu malah singkatan dari : Si Gemoy Itu Emosian ..ðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒ Dasar belimbing sayur, Bener kata kaesang muka ndeso."";",purposeful embarrassment
@kimpoyindonesia dasar ndeso sendiri nya ndeso;,purposeful embarrassment
"""@CensoredMen ZIONIST katrok, wong ndeso kene luwih terhormat, pengene dolan nang laut saban dino tapi ora kelakon gegoro larang ongkose. Kowe zionist malah mbedili wong gaza ben iso nang laut, dasar wong gemblung pekok"";",purposeful embarrassment
Dasar Wong ndeso;,purposeful embarrassment
Memang dasar ndeso.. ðŸ˜‚ðŸ˜‚ðŸ˜‚;,purposeful embarrassment
@Fahrihamzah DASAR NDESO CARA MENJILATMU RI FAHRI ðŸ˜‚ðŸ¤£ https://t.co/3DMU39wfv7;,purposeful embarrassment
@MarahIchsan Mk nya lewat belakang sampek cd nya ketinggalan.. Hhhhhh.. Dasar ndeso...;,purposeful embarrassment
@AzzamIzzulhaq Seperti anak ingusan lagi main masak-masakan...yang satu cuci otak dengan dalih kebenaran dimana keberan yg sesungguhnya tdk diketahui. DASAR KAUM ABU NAWAS LAKNATULLAH;,purposeful embarrassment
@Chaves1305 @aniesbaswedan Grombolan pelanggar konstitusi  Segala mac cara di halalkanâ€¼ï¸â€¼ï¸ Dasar Ndeso Ndas Mu Etik  Sorry Yee sorry Yee  Melet ðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ª https://t.co/N6gQeLVvqL;,purposeful embarrassment
@Chaves1305 @prabowo @Gerindra Dasar #Ndeso lu... Melet ðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ª   https://t.co/mHeTLBn4bI;,purposeful embarrassment
Ndasmu etika #dasarndeso;,neutral
Bener banget nih kata mas gwanteng..ðŸ‘ðŸ‘ðŸ‘ðŸ‘ Dan keadaan seperti dia bilang memang sedang terjadi di negara Konohaâ€¼ï¸  Negeri yang ANEH...  NdasMu Etik #DasarNdeso  ðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ª https://t.co/eTTYPZAwX7;,neutral
"""@tvOneNews Padahal putusan MK itu cacat secara etika ðŸ˜† ini ngaku2 GUS, tapi nalar jalan di tempat.udah gitu dia tebar hoax, cerita ke mana2..ngaku ustad tapi mem-fitnah, dasar GONDES... Gondrong nDeso!"";",purposeful embarrassment
"""Etika berpolitik sudah dititik nadir Muka politisi muka badak tak tahu malu, muka ndeso kelakuan polpot, UU dirubah seenaknya,palsu memalsu udah biasa, KKN merajalela, pembangunan ilusi dari hutang yg menumpuk, kesejahteraan milik kroni kekuasaan DASAR Muka Badak"""""""""";",purposeful embarrassment
Adek @kaesangp lagi roasting kakak @gibran_tweet awokk wokk... Dasar ndeso.... https://t.co/Jwze3gvZkb;,purposeful embarrassment
@David_Wijaya03 @AirinDatangLagi @_Rizmaya__ @eddy_widodo_165 @Joker_Wedoks @Jr_Kawe19 @Miduk17 @riza_ajir @seruanhl @themyth888 @kakehan_gludug @LumowaS @lubis_punk @ZeboLady Makin hari makin gila... dasar ndeso udik mabuk;,purposeful embarrassment
@Gede_86 Ndeso tau tau ketua psi.. Jng jng yg bikin pakl lurah dasar ndeso..hhhhh.. Kebalik lidah nuya sendiri;,purposeful embarrassment
Dasar ndeso... Jilat ludah nya sendiri;,purposeful embarrassment
"""@narkosun Buat akun twitter, jadi buzzer, dasar ndeso jadi buzzer, berharap bayaran, dasar ndeso pikiran sok radikal, bicara sok paling ideal, jualan derita dari junjungannya. DAZZZAR NDEZO . Gitu ya ? masih kurang gak ?"";",purposeful embarrassment
"""@narkosun Baru jadi ketum...pohon,tiang listrik dan tiang telkom dipinggir jalan seluruh Indonesia langsung diakuisisi....dasar NDESO https://t.co/L82uockRNE"";",purposeful embarrassment
"""@Anak__Ogi @gibran_tweet @kaesangp Ketika mukanya masih ancur gigi semburat dasar ndeso ðŸ˜ðŸ˜ðŸ˜, skrng jd OKB. kere mungga bale """" dasar ndeso ðŸ¤­ðŸ¤­"""""";",purposeful embarrassment
"""others : lo tuh jaga etika, jangan rasis. also others : dih, orang cina!"""" """"anjay, abang vrindapan"""" """"dasar lo jawa!"""" """"jawa tuh ndeso."""" ðŸ˜ŒðŸ˜ŒðŸ˜ŒðŸ˜ŒðŸ˜ŒðŸ˜Œ"""""";",purposeful embarrassment
@Gede_86 DASAR NDESO !!!! Ups ðŸ«¢;,purposeful embarrassment
Siapa yg minta proyek mas @kaesangp ...????....mas @gibran_tweet yah....awokwokwok dasar ndeso.....ðŸ¤£ðŸ¤£ðŸ¤£;,purposeful embarrassment
POKOKE   @gibran_tweet  @kaesangb  @bobbynasution_   DASAR NDESO KABEH!  Awokwokwok;,purposeful embarrassment
@nobody_nonono88 @H09_5ubs @jacobson19_ @Dee_Rose82 @MomoGembul @BlueJeans_Hitam @AiraNtieReal @Dee_Dejavu @AlexAleg99 @Kopipait__78 ohhðŸ˜‚ dasar mamih ndesoðŸ˜;,neutral
"""Baru 2 hari bisa langsung ketum, dasar ndeso! Jadi cawapres hasil pelanggaran kode etik, dasar ndeso! Minta proyek orang tua di pemerintahan, dasar ndeso! Katanya mau mengabdi buat nusa bangsa, yg ada malah hancurin. Dazzaar Ndezo! https://t.co/nuuKQmMhvl"";",purposeful embarrassment
Jadi ketum parpol karbitan karena orang tuwa ? Dasar Ndeso!.;,purposeful embarrassment
@deddysitorus Ngerusak sendiri trs diviralkanâ€¦hahaha Ndeso kau laeâ€¦dasar cebong gurun â€¦;,purposeful embarrassment
@S4N_W1B1 Endinya makan lg pake nasi Dasar ilat ndeso  ðŸ˜…ðŸ˜…ðŸ˜… https://t.co/qzbw815xh2;,purposeful embarrassment
@CNNIndonesia Sekolah kursus sekolah apa kursus ngga jelas....dasar wong ndeso klemar klemer  Mending mundur dari pada makin sntress;,purposeful embarrassment
@Kalyana17041450 @Sandal_jepit77 @head_hunters07 @IgnBestari @WagimanDeep212_ @psi_id Masa oon nyebut oon...dasar otak didengkul;,purposeful embarrassment
@Dennysiregar7 @jokowi @KPK_RI Ternyata dibalik wajah NDESO NYA.... berbahaya sekali kelakuan Pemimpin Negara kita!... Melindungi Perampok perampok Harta Negara yg di kais susah payah dari pajak rakyat dsb. Dasar memang BAJINGAN TOLOL!;,purposeful embarrassment
Segmen kedua ada rekomendasi pecel ndeso yang dimana sambal yg digunakan berbahan dasar wijen hitam. Kemudian ada tahok makanan yang hanya dikonsumsi masyarakat tionghoa yang ada di Jawa. Dan berikutnya ada Jenang Saren yang memiliki rasa manis dan gurih. #TheHobbies #RadikFM;,purposeful embarrassment
"""@seroja_merah Engga dapat apaÂ² bagi mereka mah. Malah minta ditambahin tapi ga digubris. Maunya kan minimal sekian posisi di kementerian/ lembaga gitu lho. Dasar anak kampung durhaka ga tau diri, ndeso. ðŸ—¿"";",purposeful embarrassment
dasar cah ingusan...ndeso! sekolah ngga jelas...sekolah atau kursus ngga jelas... korban dari keganasan prabroro  korban dari nafsu politik dan tirani dinasti..  Yg begini kalian mai jadikan cawapres...ODGJ semua ini!!! Gibran Gibrang  https://t.co/tnbaySEZou;,purposeful embarrassment
"""@Muhammad_Saewad Dasar Kafir...menghina ciptaan Allah swt dengan kata dekil,dll"""". Haram hukumnya u mencium bau surga wahai Kafir Laknatullah"""""";",racist
@hrsseno @ratihbudiarto @zhekoes @KakekHalal Sodara tidak lagi stress kan????  Semua punya dasar dan data.  Sini Ngopi biar plong;,neutral
"""@LimantaraDaniel @mu_afi Sebenernya case sejenis terjadi juga di suku2 lain. For ex : 1. Ada org nyolong besi, kebetulan sukunya M... dahlah langsung semua menstigma yg sama 2. Ada 1 pegawai baru etnis J baru dtg dari asalnya ke Ibukota, masih lugu.. langsung deh oh dasar J ndeso... ðŸ˜ðŸ˜"";",purposeful embarrassment
"""@G4b0nGOKU @jokowi Sopo yang guanass... Tak kusangka keluarga ini yg tadinya klemar klemer dibantuin lawan prabroro simbol status quo, eh malah gabung malah bersekutu! politik dinasti lagi...gila dasar ndeso lupa Tah mereka bukan raja loh! 2024 jokowi n co di skip dulu!"";",purposeful embarrassment
@PittGuvnors Dasar KAFIR pendukung Israel...Neraka tempatmu manusia-manusia Munafiqun Laknatullah;,racist
"""@selenium1996 @AbahDeon Dosa itu KONTOL....BEGO LU, MERUSAK AGAMA ALLAH, DASAR KAFIR LW....HARAM BUAT LU MASUK SURGA"";",purposeful embarrassment
@Rasmehdi12 @kaesangp sontoloyo adalah koentji   #dasarndeso;,neutral
"""@detikcom Maklum, dasar wong ndeso, haiyaa..."";",purposeful embarrassment
"""@Muhammad_Saewad Gak usah diBoikot TOLOL, Allah swt akan bantu saudara-saudara kita di Palestine. DASAR KAFIR TIDAK PERCAYA DENGAN ALLAH SWT.....MUNAFIQUNLAKNATULLAH"";",racist
@txtdrimedia Dasar wong ndeso;,purposeful embarrassment
@Dennysiregar7 Ah kau ini...dasar ndeso ... makanya beragama yg benar biar jadi orang baik...jgn kerjanya cuman asal njilat. Gak lucuðŸ¤®;,purposeful embarrassment
Sombong amat. Dasar ndeso.ðŸ˜€ðŸ˜€ðŸ˜€;,purposeful embarrassment
@Ghurem2 Mampusluh @Fraksi_Gerindra @psi_id @kaesangp @gibran_tweet apa gagasan lu..  Jangan speak politik riang gembira tapi gak ada isinya... DASAR MUKA NDESO PENIPU RAKYAT.;,purposeful embarrassment
"""@Pecel_Lele5678 APBN utk PTN dihapus klo ga salah sejak Mega berkuasa. Ini yg kmdian membuat masing2 PTN hrs putar otak utk membiayai perguruan nya, efek lanjutan y lahirnya jalur mandiri yg lebih tepat SBG lahan jual kursi"";",purposeful embarrassment
@tanyarlfes Yang salah cewe karna duduk disitu be like lu ngapain szat tiktokan pas ujanÂ² berharap ape lu? Untuk kagak kena sleding tu muka;,physical threats
@izol De mau ku sleding gak dek??;,physical threats
@freecksrain pengen gue sleding tu kepala sumin;,physical threats
"""Ah lu mah, Pen gue sleding aje"";",physical threats
@ainurohman Sebelom di penjara ini si elwizan bgst di sleding dlu lehernya ampe bunyi krak boleh ga;,physical threats
"""@szuzy aman nun, nanti kalo ke buang bisa kena sleding satpamnya gesper gue ntar wkwkw"";",physical threats
"""@BUNOO__ @nooromii Gpp sleding aja, nnti aku mah di tulungin sunuu wleeeðŸ¤ªðŸ¤ªðŸ¤ª"";",physical threats
@chexyztcih @nooromii ciisun gw sleding mw ga?;,physical threats
@nasriqul @ahmaadsafuan Launching best buat kalau pandai seeding dan manage timeline. Lagi best kalau dah ada brand. Kaching2. haha;,neutral
@argapurey KWKWKW mnt di sleding bgt;,physical threats
@ssefnum pengen gw SLEDING https://t.co/C48ow50cXE;,physical threats
kayanya kena sleding lagi ni~;,physical threats
@imsorie_ kalo gak kegapai coba di sleding;,physical threats
KONTOL BAJINGAN LO NGENTOT BABI TAI AYAM TITIT MEONG GILA LO YAAAA JELAS LAH GUA PERHITUNGAN BABI NGAAPAIN JUGA NGERJAIN KERJAAN LO TAPI LO YANG DIGAJI MIKIR OTAK DIPAKE TOLOL BAJINGAN MENTANGÂ² GUA BISA KERJAIN APA AJA IYAÂ² AJA MANUTÂ² AJA GINIÂ² PALA LO PENGEN GUA SLEDING BJNGN;,physical threats
@jjenoleep Belum aja gue sledingâ˜ºï¸;,neutral
"""@mlbbfess Ini sendernya siapa dh, minta di sleding"";",physical threats
@Yxxki_Onna @privateacel___ Kalo lewat lagi sleding ka;,physical threats
"""@CindyHapsari_ Kalo bang rais, tim bubur di sleding"";",physical threats
KAYLA JANGAN SAMPE GUA SLEDING YA LEHER LU! BACOT ANYING!;,physical threats
@miwmyeon Aku kemaren nyari kata mu gada ku sleding kau;,physical threats
@aunrrahman orang ini suruh lari kenceng trus sleding dr belakang aja.. trus jadiin kiper tapi tangannya diikat ðŸ˜¡ðŸ˜¡;,physical threats
pen gue sleding aja palanya pake tiang listrik.;,physical threats
"""jangan mau di selesaikan secara keluarga, karna kita bukan keluargaðŸ˜˜ðŸ˜˜ðŸ˜˜ bila perlu mereka masukkan saja di grup jual beli musang di fb. salam sleding palakðŸ«¡ðŸ«°ðŸ«°ðŸ«°"";",physical threats
@theroselovesme Halal untuk di sledingðŸ’…;,neutral
@monaaver77 Asli pengen gw sleding kepala nya ðŸ—¿;,physical threats
@sukawonwoOoo mah di sleding atau di smackdown? https://t.co/QbWvFKRqlu;,physical threats
@poppinlov pgn ak sleding njir ðŸ˜­;,physical threats
"""@idextratime @bliblidotcom park han seo, taktiknya musuh dapet bola sleding aja ðŸ¤£"";",physical threats
@luluvaniaaa Sleding aja lehernya;,physical threats
@nugiedotcom @idextratime @bliblidotcom ooo tentu akan kulatih sleding tekel dari belakang..;,physical threats
"""Agensinya emang pengen di sleding, dan ga bisa memanfaatkan waktu emas. Makanya pas cb bite me kemaren yg sbs leaked itu jujurly gue senengÂ² aja. Diambil dari sisi positif ya itu sangat menguntungkan en- dalam promosi di sokor sendiri secara sbs itu stasiun tv terbesar disana."";",physical threats
@aunrrahman Sleding kepalanya juga sekalian.;,physical threats
"""@i5sunflowers eh sleding aja tuh dia, deserve kok"";",physical threats
@The_RedsIndo jadi pengen nendang tewel sampe jerman biar di sleding rudiger;,physical threats
"""Ini si bangsat yang bikin kita kehilangan talenta terbaik, silahkan korbannya boleh sleding palanya"";",physical threats
"""Sebelum dimasukan ke balik jeruji besi, tolong orang ini sleding dulu ala Ishizaki, bek Nankatsu."";",physical threats
@Jkokiiey Minta di sleding;,physical threats
"""Busettt. Pengennya tanpa kekerasan, tapi kok ya orang begini enak banget kalo cuman masuk sel doank. Boleh ga sih kepalanya di sleding sama pemain2 yang karirnya hancur gara2 nih orang?"";",physical threats
@aintlova Mau aku sleding kepalanya;,physical threats
@FXHarminanto Alhamdulillah tertangkap Dokter palsu ndlogok iki kudu di sleding ndaze;,physical threats
@FXHarminanto Sleding dulu pak..biar cidera;,physical threats
"""@hitme_here @invis4yo gw waktu itu liat orang baru ketemu malah di sleding mbak, kebetulan waktu itu ketemunya pas main bola indonesia lawan argentina, ga sopan banget ye"";",physical threats
"""@AkmalZidan70225 @Ndinmuh93 @fikrishb01 @idextratime 2 meter onsideðŸ¤£ðŸ¤£ðŸ¤£. Ada yang kekeh bilang ga kena yang sleding. Woi goblok mau kena ga kena. Dia udah berusaha mau ngambil bolanga, ya offside lah"";",physical threats
Lebih seru lagi kalo sinyal hp nya gak kena sleding;,physical threats
@pacwatr gw sleding lu;,physical threats
@softcaze gue sleding juga ginjal sama usus lo biar saling menyatu;,physical threats
"""@pldmrzq masih gue pantau, belum aja gue sleding"";",physical threats
"""@nfkrn_ @idextratime Wah bagus, sambil menerapkan taktikal mainnya asnawi. Sleding sana sini"";",physical threats
"""@tanyakanrl Ayo tak sleding dewe kene, Kok iso kekoncoan kro wong edan ngene yo?"";",physical threats
Awat Korea tak dapat seeding?;,neutral
"""HAJAR TERUSS OM HAJARRRR, MENYALA OMKUHH ðŸ”¥ðŸ”¥ðŸ”¥"";",physical threats
@__AnakKolong @ListyoSigitP Hajar aja pak biar pada tau diri mana presiden dan mana budak mereka di partai ..;,physical threats
"""@PartaiSocmed Pecundang itu orang yg hatinya plin plan macam Lo med, sama juga palestina dari dulu di hajar habis2an sama Izrail sampai sekarang masih babak belur, apa Lo akan menyebut pecundang juga med."";",physical threats
Owh ini muncung yg hajar pembawa spanduk.itu?. Ko mirip tukang bekam tetangga saya ya https://t.co/fS3i9p8VfZ;,physical threats
"""@MasMasBiassaa @kegblgnunfaedh Pasal pengaaniayaan nanti, bagus hajar property nya aja lebih aman"";",physical threats
@junnielatte @moanamenfess KALO GUA MAH UDAH KENA HAJAR MAMAH PAKE LS INI;,physical threats
Oknum Aparat Hajar Warga Gunungkidul yang Nekad Bentangkan Spanduk Ganjar Saat Jokowi Melintas https://t.co/x2Gnny1Kxd;,physical threats
@deepnova1919 sabar nov tp klo bisa hajar aja;,physical threats
@hellokayl KITA HAJAR PK PM ITU ðŸ‘ŠðŸ¼ðŸ‘ŠðŸ¼ðŸ‘ŠðŸ¼ðŸ‘ŠðŸ¼;,physical threats
"""@Muhammad_Saewad Wah. .kog gak ada yang pakai kupluk/peci ukuran xxs?, padahal kupluk jimat kebanggaan tuh. Ribut hajar sesama peci ukuran xxs. ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ¤£"";",physical threats
@ne3asa hajar rak f3ar lah a bnty;,physical threats
hajar pak;,physical threats
Layak buat kau tumbuk si adikmu nder hajar nder jangan mau ngalah lg sm adek yg kata kau bajingan itu;,physical threats
"""oke kita hajar aja, letsgoo kehedd"";",physical threats
"""@tana_jkt48v Kalau bunyinya tak hilang, hajar saja ton"";",physical threats
"""HAJAR BANG HAJAR, MENYALA ABANG KU https://t.co/R0c3W0MjTv"";",physical threats
INI KALAU PEMAIN MU UDAH HABIS SIH DI HAJAR KIRI KANAN DEPAN BELAKANG SAMA MEDIA;,physical threats
@dosbingmu @ranjiraditya_ @jawafess Ngomong ngomong di bungkam golekono video anyar sinf nyang gunung kidul mbentangke spanduk ganjar pas kunjungan presiden malah di hajar polisi;,physical threats
"""@Fikssih @RandomWorldWar Tak ada. Itulah idiotnya teroris hamas yg gaya-an bantai sipil Israel, dari yg belum lahir s/d yg lansia yg tak berdaya, bahkan juga hewan piaran yg tak ikut urusan konflik. Jauh lebih baik Israel aksi macam itu daripada sekalian hajar RS nya. Menangislah kalian pro teroris ðŸ¤®"""""";",physical threats
@VIVAcoid Hajar semua koruptor pak... Beri para koruptor itu nilai 11 dari 1000...;,physical threats
@hajar_ETH @RabidArtWork gm hajar â˜€ï¸;,physical threats
@Fahrihamzah Gak yakin apakah capres lain berani bertindak seberani pak Prabowo... Hajar semua koruptor pak !!...;,physical threats
@aajtak Godi media ye batao 3 lakh pad kahli hai or vacancy sirf 5 hajar hi kyo;,physical threats
GREGETTT SAMA UPDATEAN MOUNT HUA KNP GA SEKALIAN HAJAR;,physical threats
"""@ScariestProject Hajar pak,halal itu homo buat dihajar"";",physical threats
Hajar Mbak Puan!;,physical threats
@laladeca Di marahin atau dii hajar gitu ga? Adek gua pernah soalnya langsung di gebugin kasian si;,physical threats
@averagechiccc Hajar dia kakak yg punya jakartaðŸ”¥;,physical threats
bjir baru berapa detik itu???? bang korsel bangun bang. hajar balik banggggg;,physical threats
@TheLaritan Hajar bun;,physical threats
"""Need to control my self ðŸ˜¡ Dorong Leg press 300 Kg bisa,... Masa beban secuil di hati kek gini susah.. Hajar lah ðŸ˜¡ðŸ˜¡ðŸ˜¡"";",physical threats
@_unachicaa Niahahahah ðŸ‘¹ðŸ‘¹ðŸ‘¹ðŸ‘¹;,neutral
@eriksus69 @PartaiSocmed beuh kalo salah si tetep hajar meskipun dari 1 kubu kwkw;,physical threats
@Pai_C1 Hajar trus mumpung perwakilan ormas belum datang..  ðŸ˜œðŸ˜œðŸ˜œ;,physical threats
"""@folkshittmedia Kasian bangeet cok yg di tabrak bangke kaloo gua, gua hajar hajaar ituu walau sampe alam kubuur anjiirr ðŸ¤£"";",physical threats
"""udah berantem sama diri sendiri, eh dari luar masih di hajar juga sama orang lain yang asal ngomong"""" doang"""""";",physical threats
@Jayabay19479190 @tomlembong Ayo @tomlembong hajar tuh si luhut;,physical threats
"""@feutle Kalau ada yang ngehujat, langsung Abang hajar. Gimana, boleh gak?"";",physical threats
Hajar mana pulak hm;,physical threats
@favurgirlv hajar kak wakaka;,physical threats
"""@ghozali0312 @indosupporter saya gak mau tau kamu ndak usah perdulikan taktik macem macem, dapat bola kamu hajar dan masukin ke gawang"""" - Indra Sjafri"""""";",physical threats
@Shandy_UN1TY wkwkwks hajar bang ðŸ˜­;,physical threats
@ElaineCelestia ya maksudnya lo nangkring temen lo yg nge hajar kan;,physical threats
Bener Juga Kata Mas Toni rosyid... Hajar GASSS!!!;,physical threats
Hajar jon @TAJ95JOHNNY;,physical threats
@aajtak Jb 17000 hajar vacancy Khali to sirf 5000 kyo....;,physical threats
@BbrKcg weh 2-3 hari ni mmg panas berbahang2. apa lagi untuk kau yg baru balik tempat saljuu hehehe;,neutral
@arsenpng hajar sen;,physical threats
Apa yang kurangnya Hajar ?;,physical threats
@bygrizelle Mo hajar tapi nggak tega ðŸ˜­ðŸ˜­;,physical threats
"""@Jibliev77 @keripik74 @CAMERALIVE6849 Datamu untuk mengatakan utang 5000T itu mana? Dan datamu mengatakan jalan tol itu disewa sama cina mana? Jgn ente berpikir untuk kesenangan ente sendiri gara gara ente tinggal dijakarta yang pembangunan nya serba modern yang tidak punya kekurangan apapun, jgn egoislah"";",racist
@MALAYSIAVIRALLL @PDRMsia Cina lagi....;,racist
@MalaysiaGazette Gerakan? cina pun tak undi hahaha;,racist
"""@VIVAcoid Analisisnya lucu, mirip teori konspirasi. COVID-19 itu akronim dari COrona VIrus Desease. Sedangkan angka 19 itu tahun 2019 ketika meledak di Cina. Sebelumnya disebut Wuhan Virus. Masuk ke Indonesia melalui arus turis Cina sekitar Februari-Maret 2020. ðŸ¤£ðŸ¤£"";",racist
"""@meinmokhtar itu realiti yg terpaksa ditelan.... tp aku pnh keje ngn company boss melayu... dia punya gaji lg teruk dr yg boss cina bg...klu kata company cina dia nk lebihkan org dia, xleh buat apa dia nk tolong org dia... mslhnya bila org melayu kita pun xde nk tlg org kita sendiri.."";",racist
Masuk team baru pula futsal. Lawan team public bank. Dah 3 tahun dok main futsal kat kelantan. First time jumpa Cina. Power pulak tuh.;,racist
"""Apakah Nasi Goreng ala Indonesia merupakan fried rice yang paling enak di dunia? Dibanding yg dari Thai, Cina, Malaysia, Filipina? YES! ðŸ‘ https://t.co/POe0JXgKo9"";",racist
@Kanth74 @501Awani Ele klo tak ada persetujuan keling cina tk ada;,racist
"""@herculep638 @GibraltarNc Yg pegang kendali politik ekonomi itu oligarki lokal proxy cina daratan...gak bakal kabur ,mmkarena goal mereka menguasai"""" bukan hanya bisnis"""""";",racist
"""ORANG CINA NI NGAPAIN SIE? SEMWA AJ KEA COWO MANHWAðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­"""""";",racist
@fitri99187 @Heraloebss @KompasTV Bener ini ..skrg yg sebenarnya terjadi. Hilirasis ini hanya menguntungkan cina. Krn harga semua bahan tambang yg ngatur cina. Yg ngerjakan pabrik hilirasi semua dr cina. Penjualannya semua jg cina .. makanya coba cek di lapangan. Sdh bukan hal rahasia lgi kayaknya;,racist
"""@enginafess Sasaeng cina emang gila bjir, kek beli info penerbangan alamat apart lah. Bahaya banget, mana bangga lagi dia kek gituðŸ˜‘"";",racist
"""@lady_bugg11 habis semua melayu kaya GENG DAP korek, tatkala pula cina bermaharaja lela di bumi melayu, sambil jadi kan si badut sebagai boneka ketua melayu dan negara... tahniah anak melayu akal cetak.... dtg la pineng dan china town...kekayaan mereka 2 kali ganda dri si daim tu bangka nih"";",racist
@ahmadazarul_ Jana Wibawa untuk contractor Melayu ke contractor Cina?;,racist
"""@kengblok @ZacZakirin13 @HudSalihudin @SPRMMalaysia saja nk tanya, top2 dlm kementerian melayu ke cina? top2 taikun cina pun kroni2 sapa? Melayu &gt Bangsa2 lain. All start with penjahat &amp pengkhianat melayu Di Atas sana."";",racist
"""@SoftWarNews Amerika sedang di Keroyok Rusia, Iran dan Cina melalui proxy mereka masing2, Amerika sudah runtuh"";",racist
"""@jatamnas Cina sebagai pembeli tunggal (monopsoni), dominan perusahaan Cina sbg penambang. Cina, keturunan dan kaki tangannya ikut dlm lingkaran. Lemahnya oposisi di parlemen. Itulah penyebab setumpuk masalah yg berdampak pd tingginya pengangguran, kerusakan lingkungan dll"";",neutral
"""@Lamontogen @Anak__Ogi @jokowi @ListyoSigitP Mirip Orla, karena dekat dg Cina, poris Jakarta - Beijing"";",racist
"""Nak tunggu raya aidilfitri macam lambat sangat, kita makan untuk raya cina pun kira raya lah kan ðŸ¤­ Siapa nak join makan kuih raya boleh tekan link niðŸ‘‡ðŸ¼ https://t.co/7VWepptUy4 https://t.co/59LZiHwNb4"";",neutral
"""terlihat cakep bukan si lelaki ganteng kaya cina islam ini, baiklah ak harus sukses agar dapat seperti jaden https://t.co/mvJuWSAnTW"";",neutral
@sstvnns nantak = cina botak;,racist
"""@SiaranBolaLive Level beliau ini sebenarnya bukan menangani tim asia tenggara ðŸ˜” sempat ditawari klub cina dengan gaji mahal, tapi beliau menolak karena tulus ingin membangun timnas Indonesia. Tapi malah gini, pada pengen hasil instant, padahal progresnya itu ada."";",neutral
@MalaysiaGazette Ni jenis cina angkat telor;,racist
"""@slmndwlly @detectiveweedee @allbctq @jjbbnnie @Bull_winner Salahnya?Bawahan ketika udh melakukan atasannya tetap bersalah, kenapa ga dituntut?Beliau aja masih dekat dengan keluarga itu. Korbannya tidak hanya 13 orang itu, masih banyak, salah satunya kelompok etnis Cina. Ya emang dipisah Suharto, tapi ini lawannya juga keluarganya beliau",neutral
@Minkhenso_m Axi cina kuri ðŸ˜­ðŸ˜­;,racist
"""@ukoy141092 @cysu__ @wleewleewlee @Bull_winner Masih banyak, ga hanya 13 orang. Contohnya saja, Munir, istrinya sampe minta pertanggungjawaban dan klarifikasi video potongan Munir soal Pak Prabowo. Ga hanya itu, bahkan jangan lupa dulu kelompok etnis Cina diperkosa itupun belum dihitung."";",neutral
@ahmadazarul_ Sembang ... Lps tebuk atap Jana Wibawa pun bagi kat Cina....puihhhh;,racist
@luminesysmine Kalender cina lah sinarmas ada tuh;,racist
